id,Price_euros
6,1620.7126799684122
8,1771.7788883827288
14,3217.4014290674986
21,2044.0999801407008
22,351.29683501505025
27,1168.6276694359176
29,875.8972810118104
32,664.6450318120817
38,645.7600614527006
41,1991.1346619388366
59,455.9276799977913
60,1223.1015725974223
62,1781.1389234483015
71,1377.0532620481015
75,1255.919878232738
76,1538.111870994898
77,1962.4904659006975
81,1779.59322726446
82,407.94199083896893
83,1199.3529178245285
86,2145.5366735836124
87,2687.5440241303145
88,1182.9048413788814
90,448.31777497799806
91,1636.033803623416
93,906.5747708130053
97,624.4221802080353
104,334.6211276449068
108,1990.8583670352855
114,1058.773821820529
115,1599.4735596283758
122,754.6776084566004
128,576.8320103204422
133,2343.614332052505
140,936.5636572545307
143,605.7123296953974
145,294.5998331989242
146,1257.577528424833
149,1457.478742533677
151,673.5388420096039
152,1248.9760546120856
153,443.22707453139236
157,750.7508944662312
158,998.2427033332633
160,684.6088162036525
170,774.924863397375
173,1411.1832407560341
175,601.1980566912662
179,874.1421992825315
180,871.9658881540419
181,2012.6719898129004
182,1383.657950556444
183,639.0352062838148
184,618.4040047229705
186,3132.546364481438
195,2962.7844553403193
206,1784.9862194552115
211,2142.5757118809665
215,2124.3800710569894
224,641.9860352369965
226,1065.9662637307913
231,981.9961973048215
235,563.1711933863306
237,2842.9769301111487
238,604.5877071521779
240,977.0159948403963
250,1157.1424293813948
251,1108.971687783744
255,915.61975914581
257,1152.5273284530351
259,1525.7352854351154
260,897.325758523394
264,1016.8892022546903
265,826.0741721954054
273,1841.3348175958208
277,856.3806036098842
278,1581.6956795458566
279,1225.8905526130106
285,2516.8196285045124
286,845.7734045045779
287,1474.2504422788318
294,656.0161303584138
295,1750.3546050957618
297,1703.6303493196085
298,2215.34367301984
299,1590.3612308074778
304,1833.429488145903
309,584.779216321497
310,562.9272139342573
312,2477.974847884248
316,1112.6393119452941
317,670.3305449121233
326,620.767896021504
334,848.4482412429142
336,918.7760652792582
337,1820.3892470106766
338,2037.9282012371273
343,484.41720165284033
346,962.0462560050593
350,630.5505357747131
357,1778.9158722921984
358,251.19986311275073
363,1028.72669716528
364,1853.0258825242315
369,1863.4381250852325
371,1160.8705313751825
376,1063.3807599028382
383,544.9308093844968
384,1269.9191026520725
385,582.5027215064782
386,966.7669559629556
391,1071.436734825158
394,1268.2370681788902
397,1145.9288871971269
398,337.0598199670959
416,1898.6008862476704
417,1519.3842655250799
419,1982.875549499953
421,1279.3627637048999
428,273.4805404784143
432,1801.9029433113637
438,502.6501447951511
440,726.0651044005938
443,590.0586666277924
445,738.5742379106451
446,1459.9428330933804
457,916.0426193894962
459,843.5944215748738
461,690.9346959130494
462,1504.989567639268
463,594.1365221954693
468,1336.3642022035738
473,820.1641033638076
477,1386.4634246388168
479,1353.4870170663185
480,1509.4134253382933
483,2006.9584354993376
487,805.9695712531707
492,2304.3584969019234
496,734.0056398538361
501,1505.7242516805236
502,1162.506446244214
505,587.8502986815403
507,1601.622705166434
508,782.6763542299116
513,1521.3583681300436
514,577.6479558608584
516,1820.4398477627585
521,1889.005227120894
524,1838.6168589353451
527,906.491678215928
529,1774.9232190484583
534,1530.6178481371062
537,2111.898746620786
539,2326.6996610142833
540,655.2627262040536
542,314.26758100344415
545,966.7669559629556
548,563.1711933863306
551,621.09926253421
552,530.8568352980691
556,1589.0758104813933
567,1039.8471127140294
573,2331.5142981362965
582,1221.8388347423827
584,302.93205925985535
585,1351.7985939310242
586,523.0616401641744
587,1369.1956365927638
592,715.6179416386508
605,1340.3999114355104
608,2132.231802059847
610,747.693865468048
612,722.5733599255423
617,1788.2004754965844
618,1405.1199383138353
620,505.0048257577796
621,1973.1920083684636
630,560.2535700053479
632,1209.914511355549
635,1359.978792400458
641,292.67231227549416
644,544.8195143686733
649,924.7150505306084
651,1133.091344874182
653,321.44102735566895
655,1349.0278283660036
659,704.4146042490912
660,1175.831513945773
663,291.87090336413814
666,1533.1941459995855
668,639.1709407511205
673,1996.2856663010043
674,1504.0521468197717
675,2484.5943481992163
679,606.772045401502
684,2024.3790439714462
685,1323.8042491686867
688,593.484807349984
689,1991.0184730365525
695,363.73961725744954
