name,cpu_score
1413,amd sempron dual core 2200,563.0
1414,amd sempron dual core 2300,555.0
1415,amd sempron le 1100,315.0
1416,amd sempron le 1150,251.0
1417,amd sempron le 1200,349.0
1418,amd sempron le 1250,301.0
1419,amd sempron le 1300,417.0
1420,amd sempron m100,332.0
1421,amd sempron m120,247.0
1422,amd sempron si 40,288.0
1423,amd sempron si 42,245.0
1424,amd sempron x2 180,826.0
1425,amd sempron x2 190,879.0
1426,amd sempron x2 198 dual core,930.0
1427,amd turion 64 mobile mk 36,334.0
1428,amd turion 64 mobile mk 38,362.0
1429,amd turion 64 mobile ml 28,254.0
1430,amd turion 64 mobile ml 30,277.0
1431,amd turion 64 mobile ml 32,285.0
1432,amd turion 64 mobile ml 34,319.0
1433,amd turion 64 mobile ml 37,334.0
1434,amd turion 64 mobile ml 40,336.0
1435,amd turion 64 mobile ml 42,400.0
1436,amd turion 64 mobile ml 44,384.0
1437,amd turion 64 mobile mt 30,246.0
1438,amd turion 64 mobile mt 32,286.0
1439,amd turion 64 mobile mt 34,279.0
1440,amd turion 64 mobile mt 37,274.0
1441,amd turion 64 x2 mobile tl 50,474.0
1442,amd turion 64 x2 mobile tl 52,534.0
1443,amd turion 64 x2 mobile tl 56,514.0
1444,amd turion 64 x2 mobile tl 58,483.0
1445,amd turion 64 x2 mobile tl 60,639.0
1446,amd turion 64 x2 mobile tl 62,649.0
1447,amd turion 64 x2 mobile tl 64,675.0
1448,amd turion 64 x2 mobile tl 66,696.0
1449,amd turion 64 x2 mobile tl 68,866.0
1450,amd turion dual core rm 70,561.0
1451,amd turion dual core rm 72,649.0
1452,amd turion dual core rm 74,588.0
1453,amd turion dual core rm 75,659.0
1454,amd turion ii dual core mobile m500,756.0
1455,amd turion ii dual core mobile m520,844.0
1456,amd turion ii dual core mobile m540,912.0
1457,amd turion ii n530 dual core,855.0
1458,amd turion ii n550 dual core,877.0
1459,amd turion ii neo k625 dual core,618.0
1460,amd turion ii neo k685 dual core,684.0
1461,amd turion ii neo n40l dual core,617.0
1462,amd turion ii neo n54l dual core,853.0
1463,amd turion ii p520 dual core,812.0
1464,amd turion ii p540 dual core,954.0
1465,amd turion ii p560 dual core,878.0
1466,amd turion ii ultra dual core mobile m600,955.0
1467,amd turion ii ultra dual core mobile m620,814.0
1468,amd turion ii ultra dual core mobile m640,1034.0
1469,amd turion ii ultra dual core mobile m660,1011.0
1470,amd turion neo x2 dual core l625,432.0
1471,amd turion x2 dual core l510,603.0
1472,amd turion x2 dual core mobile rm 70,497.0
1473,amd turion x2 dual core mobile rm 76,691.0
1474,amd turion x2 dual core mobile rm 70,612.0
1475,amd turion x2 dual core mobile rm 72,653.0
1476,amd turion x2 dual core mobile rm 74,655.0
1477,amd turion x2 dual core mobile rm 75,727.0
1478,amd turion x2 dual core mobile rm 76,799.0
1479,amd turion x2 dual core mobile rm 77,562.0
1480,amd turion x2 ultra dual core mobile zm 80,506.0
1481,amd turion x2 ultra dual core mobile zm 82,733.0
1482,amd turion x2 ultra dual core mobile zm 84,802.0
1483,amd turion x2 ultra dual core mobile zm 85,828.0
1484,amd turion x2 ultra dual core mobile zm 86,695.0
1485,amd turion x2 ultra dual core mobile zm 87,741.0
1486,amd turionx2 dual core mobile rm 70,536.0
1487,amd turionx2 dual core mobile rm 72,471.0
1488,amd turionx2 ultra dualcore mobile zm 85,841.0
1489,amd turionx2 ultra dualcore mobile zm 87,599.0
1490,amd v105,184.0
1491,amd v120,352.0
1492,amd v140,422.0
1493,amd v160,337.0
1494,amd z 01,305.0
1495,amd z 60 apu,262.0
1496,amlogic,638.0
1497,amlogic amls905d3,815.0
1498,amlogic amls905x4,827.0
1499,amlogic amlt982,972.0
1500,ampere arm   192 core 3200 mhz,57444.0
1501,ap201,565.0
1502,apple a11 bionic,4419.0
1503,apple a12 bionic,4985.0
1504,apple a12x bionic,11041.0
1505,apple a12z bionic,9365.0
1506,apple a13 bionic,5701.0
1507,apple a14 bionic,8548.0
1508,apple a15 bionic,9902.0
1509,apple a16 bionic,11069.0
1510,apple a17 pro,12253.0
1511,apple a18,12956.0
1512,apple a18 pro,12995.0
1513,apple a8,1515.0
1514,apple a8x,2376.0
1515,apple a9,2067.0
1516,apple a9x,2517.0
1517,apple m1 8 core 3200 mhz,14155.0
1518,apple m1 max 10 core 3200 mhz,22076.0
1519,apple m1 pro 10 core 3200 mhz,21864.0
1520,apple m1 pro 8 core 3200 mhz,17192.0
1521,apple m1 ultra 20 core,41175.0
1522,apple m2 8 core 3500 mhz,15545.0
1523,apple m2 max 12 core 3680 mhz,26630.0
1524,apple m2 pro 10 core 3480 mhz,21731.0
1525,apple m2 pro 12 core 3480 mhz,26571.0
1526,apple m2 ultra 24 core,50318.0
1527,apple m3 8 core,19201.0
1528,apple m3 max 14 core,36548.0
1529,apple m3 max 16 core,40950.0
1530,apple m3 pro 11 core,24753.0
1531,apple m3 pro 12 core,26050.0
1532,apple m4 10 core,25080.0
1533,apple m4 9 core,22262.0
1534,arm   32 core 2911 mhz,8132.0
1535,arm   32 core 3300 mhz,8684.0
1536,arm   8 core 1766 mhz,4080.0
1537,arm   8 core 1800 mhz,3258.0
1538,arm   8 core 2208 mhz,2270.0
1539,arm   8 core 2424 mhz,8610.0
1540,arm armv7 rev 1 (v7l) 4 core 1608 mhz,776.0
1541,arm armv7 rev 1 (v7l) 4 core 1800 mhz,843.0
1542,arm armv7 rev 3 (v7l) 4 core 2065 mhz,984.0
1543,arm armv7 rev 4 (v7l) 4 core 1200 mhz,403.0
1544,arm armv7 rev 4 (v7l) 4 core 1400 mhz,399.0
1545,arm armv7 rev 5 (v7l) 4 core 1200 mhz,325.0
1546,[3 way cpu] arm armv8 rev 0 (v8l) 6 core 1907 mhz,3477.0
1547,[3 way cpu] arm armv8 rev 1 (v8l) 12 core 2201 mhz,7371.0
1548,arm armv8 rev 1 (v8l) 4 core 1984 mhz,1312.0
1549,arm armv8 rev 1 (v8l) 6 core 1510 mhz,2550.0
1550,arm avalanche m2 4 core 2424 mhz,8233.0
1551,arm cortex a15 4 core 1400 mhz,1141.0
1552,arm cortex a15 4 core 1500 mhz,1304.0
1553,arm cortex a15 4 core 2000 mhz,923.0
1554,arm cortex a15 8 core 1400 mhz,1160.0
1555,arm cortex a17 4 core 1800 mhz,781.0
1556,arm cortex a35 4 core 1200 mhz,329.0
1557,arm cortex a35 4 core 1296 mhz,334.0
1558,arm cortex a53 4 core 1000 mhz,215.0
1559,arm cortex a53 4 core 1008 mhz,310.0
1560,arm cortex a53 4 core 1152 mhz,342.0
1561,arm cortex a53 4 core 1199 mhz,407.0
1562,arm cortex a53 4 core 1200 mhz,282.0
1563,arm cortex a53 4 core 1296 mhz,416.0
1564,arm cortex a53 4 core 1300 mhz,438.0
1565,arm cortex a53 4 core 1333 mhz,207.0
1566,arm cortex a53 4 core 1368 mhz,385.0
1567,arm cortex a53 4 core 1392 mhz,417.0
1568,arm cortex a53 4 core 1400 mhz,288.0
1569,arm cortex a53 4 core 1500 mhz,340.0
1570,arm cortex a53 4 core 1512 mhz,472.0
1571,arm cortex a53 4 core 1536 mhz,213.0
1572,arm cortex a53 4 core 1600 mhz,453.0
1573,arm cortex a53 4 core 1608 mhz,462.0
1574,arm cortex a53 4 core 1704 mhz,556.0
1575,arm cortex a53 4 core 1800 mhz,513.0
1576,arm cortex a53 4 core 1908 mhz,638.0
1577,arm cortex a53 4 core 2016 mhz,500.0
1578,arm cortex a53 4 core 600 mhz,220.0
1579,arm cortex a53 6 core 1896 mhz,1851.0
1580,arm cortex a53 8 core 1512 mhz,681.0
1581,arm cortex a55 4 core 1416 mhz,471.0
1582,arm cortex a55 4 core 1800 mhz,625.0
1583,arm cortex a55 4 core 1908 mhz,707.0
1584,arm cortex a55 4 core 1992 mhz,685.0
1585,arm cortex a55 4 core 2016 mhz,755.0
1586,arm cortex a55 4 core 2100 mhz,666.0
1587,arm cortex a55 4 core 2124 mhz,742.0
1588,arm cortex a55 8 core 1800 mhz,3013.0
1589,arm cortex a57 2 core 1479 mhz,318.0
1590,arm cortex a57 4 core 1479 mhz,951.0
1591,arm cortex a57 4 core 1734 mhz,1170.0
1592,arm cortex a57 4 core 1912 mhz,1007.0
1593,arm cortex a57 4 core 2014 mhz,1229.0
1594,arm cortex a57 4 core 2091 mhz,1170.0
1595,arm cortex a57 8 core 1500 mhz,1022.0
1596,arm cortex a57 8 core 1766 mhz,3766.0
1597,arm cortex a7 2 core 1080 mhz,142.0
1598,arm cortex a7 2 core 960 mhz,111.0
1599,arm cortex a7 2 core 996 mhz,138.0
1600,arm cortex a7 4 core 1000 mhz,278.0
1601,arm cortex a7 4 core 1008 mhz,269.0
1602,arm cortex a7 4 core 1200 mhz,262.0
1603,arm cortex a7 4 core 1296 mhz,225.0
1604,arm cortex a7 4 core 1300 mhz,343.0
1605,arm cortex a7 4 core 1368 mhz,354.0
1606,arm cortex a7 4 core 900 mhz,229.0
1607,arm cortex a72 16 core 2200 mhz,5470.0
1608,arm cortex a72 4 core 1000 mhz,608.0
1609,arm cortex a72 4 core 1200 mhz,174.0
1610,arm cortex a72 4 core 1416 mhz,927.0
1611,arm cortex a72 4 core 1500 mhz,626.0
1612,arm cortex a72 4 core 1600 mhz,667.0
1613,arm cortex a72 4 core 1700 mhz,577.0
1614,arm cortex a72 4 core 1750 mhz,335.0
1615,arm cortex a72 4 core 1800 mhz,691.0
1616,arm cortex a72 4 core 1850 mhz,199.0
1617,arm cortex a72 4 core 1900 mhz,755.0
1618,arm cortex a72 4 core 2000 mhz,772.0
1619,arm cortex a72 4 core 2016 mhz,2192.0
1620,arm cortex a72 4 core 2100 mhz,674.0
1621,arm cortex a72 4 core 2200 mhz,815.0
1622,arm cortex a72 4 core 2208 mhz,2290.0
1623,arm cortex a72 4 core 2300 mhz,915.0
1624,arm cortex a72 4 core 2394 mhz,1254.0
1625,arm cortex a72 4 core 2400 mhz,1295.0
1626,arm cortex a72 4 core 2800 mhz,314.0
1627,arm cortex a72 4 core 800 mhz,279.0
1628,arm cortex a72 6 core 1008 mhz,734.0
1629,arm cortex a72 6 core 1416 mhz,1065.0
1630,arm cortex a72 6 core 1512 mhz,1183.0
1631,arm cortex a73 4 core 1800 mhz,853.0
1632,arm cortex a73 4 core 1844 mhz,1368.0
1633,arm cortex a73 4 core 1900 mhz,1547.0
1634,arm cortex a73 4 core 1989 mhz,1820.0
1635,arm cortex a73 4 core 2100 mhz,1185.0
1636,arm cortex a73 6 core 1896 mhz,1242.0
1637,arm cortex a73 6 core 1992 mhz,1311.0
1638,arm cortex a73 6 core 2016 mhz,1445.0
1639,arm cortex a76 4 core 1500 mhz,1488.0
1640,arm cortex a76 4 core 1800 mhz,3117.0
1641,[dual cpu] arm cortex a76 4 core 1800 mhz,3108.0
1642,arm cortex a76 4 core 2400 mhz,2147.0
1643,arm cortex a76 4 core 2600 mhz,2321.0
1644,arm cortex a76 4 core 2700 mhz,2375.0
1645,arm cortex a76 4 core 2800 mhz,2460.0
1646,arm cortex a76 4 core 2900 mhz,2465.0
1647,arm cortex a76 4 core 3000 mhz,2547.0
1648,arm cortex a76 4 core 3100 mhz,2610.0
1649,arm cortex a76 4 core 3200 mhz,2579.0
1650,arm cortex a76 4 core 3300 mhz,2493.0
1651,arm cortex a76 4 core 3400 mhz,2580.0
1652,arm cortex a76 8 core 1800 mhz,2975.0
1653,arm cortex a78 4 core 2000 mhz,3016.0
1654,arm cortex a78ae 6 core 1510 mhz,2631.0
1655,arm cortex a78ae 8 core 1984 mhz,3954.0
1656,arm cortex x1c 4 core 2438 mhz,6007.0
1657,arm d2000/8 8 core 2300 mhz,2674.0
1658,arm falkor v1/kryo 8 core 1900 mhz,1652.0
1659,arm firestorm 4 core 2064 mhz,7804.0
1660,arm firestorm 8 core 2064 mhz,6775.0
1661,arm firestorm m1 4 core 2064 mhz,7803.0
1662,arm firestorm m1 pro 8 core 2064 mhz,9872.0
1663,arm ft 2000/4 4 core 2200 mhz,881.0
1664,"arm huawei,kunpeng 920 24 core 2600 mhz",9496.0
1665,arm kryo 3xx gold 4 core 1766 mhz,2222.0
1666,arm kryo 4xx gold 8 core 1804 mhz,2531.0
1667,arm kunpeng 920 8 core 2600 mhz,3910.0
1668,arm neoverse n1 128 core 2800 mhz,43111.0
1669,arm neoverse n1 128 core 3000 mhz,43229.0
1670,arm neoverse n1 32 core 1700 mhz,11841.0
1671,arm neoverse n1 64 core 0 mhz,28064.0
1672,arm neoverse n1 64 core 2200 mhz,20250.0
1673,arm neoverse n1 80 core 2600 mhz,18823.0
1674,arm neoverse n1 80 core 2800 mhz,11755.0
1675,arm neoverse n1 80 core 3000 mhz,34639.0
1676,arm neoverse n1 96 core 2800 mhz,29890.0
1677,arm neoverse n2 8 core 2500 mhz,5544.0
1678,arm neoverse v2 72 core 3465 mhz,57369.0
1679,arm neoverse v2 72 core 3519 mhz,57240.0
1680,arm phytium d3000 8 core 2500 mhz,5528.0
1681,arm phytium ft1500a 4 core 2000 mhz,1579.0
1682,"arm phytium,d2000/8 8 core 2000 mhz",2409.0
1683,"arm phytium,d2000/8 8 core 2300 mhz",2690.0
1684,"arm phytium,d2000/8 e8c 8 core 2300 mhz",2500.0
1685,"arm phytium,ft 2000/4 8 core 2300 mhz",2720.0
1686,arm x gene 32 core 3000 mhz,8202.0
1687,arm x gene 32 core 3300 mhz,8684.0
1688,asus tinker board 2/2s,1771.0
1689,athlon 64 dual core 3800+,736.0
1690,athlon 64 dual core 5000+,850.0
1691,athlon 64 dual core 5600+,875.0
1692,athlon dual core 4050e,670.0
1693,athlon dual core 4450e,681.0
1694,athlon dual core 4850e,769.0
1695,bcm2711,852.0
1696,bcm2712,3236.0
1697,bcm2835,1239.0
1698,broadcom stb (flattened device tree),659.0
1699,celeron dual core t3000,687.0
1700,celeron dual core t3100,599.0
1701,celeron dual core t3300,633.0
1702,celeron dual core t3500,762.0
1703,centaurhauls,6549.0
1704,centaurhauls,8055.0
1705,dg1301sml87hy,3624.0
1706,do regular,1070.0
1707,dual core amd opteron 1220 se,748.0
1708,generic dt based system,632.0
1709,giada jhs558 (android),2022.0
1710,google gs201,7315.0
1711,google r11 btwifi evt1.1,187.0
1712,google tensor,6731.0
1713,google tensor g3,8122.0
1714,google tensor g4,9113.0
1715,grandstream gxv3480 video phone,1078.0
1716,hardkernel odroid n2plus,2115.0
1717,"haydn based on qualcomm technologies, inc sm8350",5359.0
1718,hi6210sft,796.0
1719,high performance datacenter v,1610.0
1720,hisilicon kirin,6669.0
1721,hisilicon kirin 659,1893.0
1722,hisilicon kirin 925,1053.0
1723,hisilicon kirin 930,1415.0
1724,hisilicon kirin 935,1599.0
1725,hisilicon kirin 950,2457.0
1726,hisilicon kirin 955,2936.0
1727,hisilicon kirin 960,2813.0
1728,hisilicon kirin 970,2908.0
1729,hisilicon kirin 990,3965.0
1730,hisilicon kirin710,2438.0
1731,hisilicon kirin810,2945.0
1732,hisilicon kirin820,3893.0
1733,hisilicon kirin9000,5083.0
1734,hisilicon kirin970,2681.0
1735,hisilicon kirin980,4376.0
1736,hisilicon kirin985,4162.0
1737,hp hexa core 2.0ghz,1741.0
1738,hygon c86 3185 8 core,9243.0
1739,hygon c86 3250 8 core,11476.0
1740,hygon c86 3350 8 core,12292.0
1741,hygon c86 7255 16 core,18831.0
1742,[dual cpu] hygon c86 s316 16 core,27680.0
1743,intel 2.80ghz,341.0
1744,intel 300,7160.0
1745,intel atom 230,169.0
1746,intel atom 330,363.0
1747,intel atom c1110,3170.0
1748,intel atom c2338,584.0
1749,intel atom c2350,520.0
1750,intel atom c2358,578.0
1751,intel atom c2538,960.0
1752,intel atom c2550,1422.0
1753,intel atom c2558,1424.0
1754,intel atom c2750,2787.0
1755,intel atom c2750,2174.0
1756,intel atom c2758,2397.0
1757,intel atom c3338,1028.0
1758,intel atom c3508,1796.0
1759,intel atom c3538,1889.0
1760,intel atom c3558,2431.0
1761,intel atom c3758,4614.0
1762,intel atom c3758r,5116.0
1763,intel atom c3858,4707.0
1764,intel atom c3958,3929.0
1765,intel atom c5125,8631.0
1766,intel atom d2500,241.0
1767,intel atom d2550,409.0
1768,intel atom d2560,433.0
1769,intel atom d2700,467.0
1770,intel atom d2701,511.0
1771,intel atom d410,180.0
1772,intel atom d425,204.0
1773,intel atom d510,406.0
1774,intel atom d525,402.0
1775,intel atom e3805,406.0
1776,intel atom e3815,184.0
1777,intel atom e3825,378.0
1778,intel atom e3826,304.0
1779,intel atom e3827,463.0
1780,intel atom e3840,704.0
1781,intel atom e3845,1052.0
1782,intel atom e3900,1953.0
1783,intel atom n2100,193.0
1784,intel atom n2600,360.0
1785,intel atom n270,136.0
1786,intel atom n280,157.0
1787,intel atom n2800,444.0
1788,intel atom n435,153.0
1789,intel atom n450,203.0
1790,intel atom n455,196.0
1791,intel atom n470,224.0
1792,intel atom n475,179.0
1793,intel atom n550,283.0
1794,intel atom n570,341.0
1795,intel atom p5322,7378.0
1796,intel atom p5342,12291.0
1797,intel atom p5362,17276.0
1798,intel atom s1260,526.0
1799,intel atom t5700,2363.0
1800,intel atom x5 e3930,928.0
1801,intel atom x5 e3940,1953.0
1802,intel atom x5 e8000,962.0
1803,intel atom x5 z8300,814.0
1804,intel atom x5 z8330,809.0
1805,intel atom x5 z8350,892.0
1806,intel atom x5 z8500,1236.0
1807,intel atom x5 z8550,1156.0
1808,intel atom x6211e,1695.0
1809,intel atom x6211e,1833.0
1810,intel atom x6214re,1109.0
1811,intel atom x6413e,3903.0
1812,intel atom x6414re,1544.0
1813,intel atom x6425e,3858.0
1814,intel atom x6425re,2990.0
1815,intel atom x6427fe,3196.0
1816,intel atom x7 e3950,2096.0
1817,intel atom x7 z8700,1330.0
1818,intel atom x7 z8750,1289.0
1819,intel atom x7425e,5502.0
1820,intel atom x7433re,4194.0
1821,intel atom x7835re,8400.0
1822,intel atom z2760,298.0
1823,intel atom z3530,565.0
1824,intel atom z3560,749.0
1825,intel atom z3560,690.0
1826,intel atom z3580,802.0
1827,intel atom z3735d,704.0
1828,intel atom z3735e,557.0
1829,intel atom z3735f,541.0
1830,intel atom z3735g,772.0
1831,intel atom z3736f,496.0
1832,intel atom z3740,621.0
1833,intel atom z3740d,614.0
1834,intel atom z3745,621.0
1835,intel atom z3745d,599.0
1836,intel atom z3770,736.0
1837,intel atom z3770d,488.0
1838,intel atom z3775,704.0
1839,intel atom z3775d,794.0
1840,intel atom z3795,1188.0
1841,intel atom z520,122.0
1842,intel atom z530,183.0
1843,intel atom z670,158.0
1844,intel cc150,14567.0
1845,intel celeron 1.70ghz,101.0
1846,intel celeron 1.80ghz,96.0
1847,intel celeron 1000m,1069.0
1848,intel celeron 1000mhz,139.0
1849,intel celeron 1005m,1108.0
1850,intel celeron 1007u,839.0
1851,intel celeron 1017u,893.0
1852,intel celeron 1019y,576.0
1853,intel celeron 1020e,1406.0
1854,intel celeron 1020m,1275.0
1855,intel celeron 1037u,998.0
1856,intel celeron 1047ue,748.0
1857,intel celeron 1100mhz,113.0
1858,intel celeron 1200mhz,159.0
1859,intel celeron 2.00ghz,125.0
1860,intel celeron 2.13ghz,166.0
1861,intel celeron 2.20ghz,139.0
1862,intel celeron 2.26ghz,182.0
1863,intel celeron 2.30ghz,148.0
1864,intel celeron 2.40ghz,143.0
1865,intel celeron 2.50ghz,164.0
1866,intel celeron 2.53ghz,222.0
1867,intel celeron 2.60ghz,143.0
1868,intel celeron 2.66ghz,131.0
1869,intel celeron 2.70ghz,159.0
1870,intel celeron 2.80ghz,190.0
1871,intel celeron 2.93ghz,230.0
1872,intel celeron 2000e,1607.0
1873,intel celeron 2002e,1091.0
1874,intel celeron 215,174.0
1875,intel celeron 220,209.0
1876,intel celeron 2950m,1234.0
1877,intel celeron 2955u,877.0
1878,intel celeron 2957u,854.0
1879,intel celeron 2961y,684.0
1880,intel celeron 2970m,1501.0
1881,intel celeron 2980u,1056.0
1882,intel celeron 2981u,1036.0
1883,intel celeron 3.06ghz,307.0
1884,intel celeron 3.20ghz,267.0
1885,intel celeron 3.33ghz,263.0
1886,intel celeron 3205u,947.0
1887,intel celeron 3215u,1083.0
1888,intel celeron 3755u,1182.0
1889,intel celeron 3765u,1252.0
1890,intel celeron 3855u,1219.0
1891,intel celeron 3865u,1321.0
1892,intel celeron 3867u,1467.0
1893,intel celeron 3955u,1478.0
1894,intel celeron 3965u,1732.0
1895,intel celeron 3965y,1194.0
1896,intel celeron 420,235.0
1897,intel celeron 4205u,1367.0
1898,intel celeron 430,280.0
1899,intel celeron 4305u,1807.0
1900,intel celeron 4305ue,1699.0
1901,intel celeron 440,368.0
1902,intel celeron 450,415.0
1903,intel celeron 5205u,1427.0
1904,intel celeron 530,268.0
1905,intel celeron 540,305.0
1906,intel celeron 550,334.0
1907,intel celeron 560,339.0
1908,intel celeron 570,344.0
1909,intel celeron 6305,2080.0
1910,intel celeron 6305e,2008.0
1911,intel celeron 6600he,3286.0
1912,intel celeron 723,213.0
1913,intel celeron 7305,2470.0
1914,intel celeron 7305e,2404.0
1915,intel celeron 743,275.0
1916,intel celeron 807,392.0
1917,intel celeron 807ue,241.0
1918,intel celeron 827e,371.0
1919,intel celeron 847,480.0
1920,intel celeron 847e,584.0
1921,intel celeron 857,569.0
1922,intel celeron 867,562.0
1923,intel celeron 877,692.0
1924,intel celeron 887,754.0
1925,intel celeron 900,410.0
1926,intel celeron 925,477.0
1927,intel celeron,572.0
1928,intel celeron b710,106.0
1929,intel celeron b800,657.0
1930,intel celeron b810,775.0
1931,intel celeron b815,731.0
1932,intel celeron b820,802.0
1933,intel celeron b830,863.0
1934,intel celeron b840,967.0
1935,intel celeron d 347,232.0
1936,intel celeron d 352,274.0
1937,intel celeron d 356,251.0
1938,intel celeron d 360,372.0
1939,intel celeron d 420,313.0
1940,intel celeron e1200,516.0
1941,intel celeron e1400,735.0
1942,intel celeron e1500,626.0
1943,intel celeron e1600,840.0
1944,intel celeron e3200,839.0
1945,intel celeron e3300,795.0
1946,intel celeron e3400,869.0
1947,intel celeron e3500,935.0
1948,intel celeron g1101,1086.0
1949,intel celeron g1610,1519.0
1950,intel celeron g1610t,1327.0
1951,intel celeron g1620,1560.0
1952,intel celeron g1620t,1532.0
1953,intel celeron g1630,1707.0
1954,intel celeron g1820,1718.0
1955,intel celeron g1820t,1631.0
1956,intel celeron g1820te,1020.0
1957,intel celeron g1830,1560.0
1958,intel celeron g1840,1777.0
1959,intel celeron g1840t,1576.0
1960,intel celeron g1850,1900.0
1961,intel celeron g3900,2165.0
1962,intel celeron g3900e,2034.0
1963,intel celeron g3900t,2020.0
1964,intel celeron g3900te,1850.0
1965,intel celeron g3920,2358.0
1966,intel celeron g3930,2249.0
1967,intel celeron g3930t,2040.0
1968,intel celeron g3930te,2218.0
1969,intel celeron g3950,2322.0
1970,intel celeron g440,420.0
1971,intel celeron g460,469.0
1972,intel celeron g465,547.0
1973,intel celeron g470,570.0
1974,intel celeron g4900,2394.0
1975,intel celeron g4900t,2239.0
1976,intel celeron g4920,2500.0
1977,intel celeron g4930,2591.0
1978,intel celeron g4930t,2297.0
1979,intel celeron g4950,2714.0
1980,intel celeron g530,1123.0
1981,intel celeron g530t,1056.0
1982,intel celeron g540,1181.0
1983,intel celeron g540t,1137.0
1984,intel celeron g550,1259.0
1985,intel celeron g550t,1074.0
1986,intel celeron g555,1388.0
1987,intel celeron g5900,2643.0
1988,intel celeron g5900t,2155.0
1989,intel celeron g5905,2785.0
1990,intel celeron g5905t,2206.0
1991,intel celeron g5920,2577.0
1992,intel celeron g5925,2787.0
1993,intel celeron g6900,4551.0
1994,intel celeron g6900t,4003.0
1995,intel celeron g6900te,2373.0
1996,intel celeron j1750,595.0
1997,intel celeron j1800,573.0
1998,intel celeron j1850,942.0
1999,intel celeron j1900,1151.0
2000,intel celeron j3060,679.0
2001,intel celeron j3160,1269.0
2002,intel celeron j3355,1197.0
2003,intel celeron j3455,2256.0
2004,intel celeron j3455e,2193.0
2005,intel celeron j4005,1553.0
2006,intel celeron j4025,1467.0
2007,intel celeron j4105,2908.0
2008,intel celeron j4115,2687.0
2009,intel celeron j4125,2957.0
2010,intel celeron j6412,3870.0
2011,intel celeron j6413,4349.0
2012,intel celeron m 1.00ghz,149.0
2013,intel celeron m 1.30ghz,205.0
2014,intel celeron m 1.50ghz,192.0
2015,intel celeron m 1.60ghz,190.0
2016,intel celeron m 1.70ghz,252.0
2017,intel celeron m 1300mhz,197.0
2018,intel celeron m 1500mhz,217.0
2019,intel celeron m 360 1.40ghz,221.0
2020,intel celeron m 410,123.0
2021,intel celeron m 420,139.0
2022,intel celeron m 430,169.0
2023,intel celeron m 440,169.0
2024,intel celeron m 443,125.0
2025,intel celeron m 450,230.0
2026,intel celeron m 520,239.0
2027,intel celeron m 530,302.0
2028,intel celeron m 723,267.0
2029,intel celeron m 900mhz,123.0
2030,intel celeron n2805,335.0
2031,intel celeron n2806,489.0
2032,intel celeron n2807,486.0
2033,intel celeron n2808,510.0
2034,intel celeron n2810,377.0
2035,intel celeron n2815,495.0
2036,intel celeron n2820,505.0
2037,intel celeron n2830,547.0
2038,intel celeron n2840,587.0
2039,intel celeron n2910,778.0
2040,intel celeron n2920,950.0
2041,intel celeron n2930,1014.0
2042,intel celeron n2940,1044.0
2043,intel celeron n3000,621.0
2044,intel celeron n3010,605.0
2045,intel celeron n3050,587.0
2046,intel celeron n3060,662.0
2047,intel celeron n3150,1192.0
2048,intel celeron n3160,1187.0
2049,intel celeron n3350,1107.0
2050,intel celeron n3450,1986.0
2051,intel celeron n4000,1425.0
2052,intel celeron n4000c,1406.0
2053,intel celeron n4020,1551.0
2054,intel celeron n4020c,1534.0
2055,intel celeron n4100,2457.0
2056,intel celeron n4120,2484.0
2057,intel celeron n4500,1970.0
2058,intel celeron n4505,2266.0
2059,intel celeron n5095,4083.0
2060,intel celeron n5095a,4118.0
2061,intel celeron n5100,3316.0
2062,intel celeron n5105,4054.0
2063,intel celeron n6210,1995.0
2064,intel celeron n6211,2245.0
2065,intel celeron p4500,848.0
2066,intel celeron p4505,689.0
2067,intel celeron p4600,846.0
2068,intel celeron su2300,482.0
2069,intel celeron t1600,551.0
2070,intel celeron u1900,1028.0
2071,intel celeron u3400,516.0
2072,intel celeron u3600,579.0
2073,intel core 3 100u,14993.0
2074,intel core 5 120u,16633.0
2075,intel core 7 150u,16061.0
2076,intel core 860,2754.0
2077,intel core duo l2300,387.0
2078,intel core duo l2400,348.0
2079,intel core duo l2500,404.0
2080,intel core duo t2050,333.0
2081,intel core duo t2250,350.0
2082,intel core duo t2300,325.0
2083,intel core duo t2350,385.0
2084,intel core duo t2400,362.0
2085,intel core duo t2450,411.0
2086,intel core duo t2500,408.0
2087,intel core duo t2600,460.0
2088,intel core duo t2700,498.0
2089,intel core duo u2400,255.0
2090,intel core duo u2500,223.0
2091,intel core i3 1000ng4,3557.0
2092,intel core i3 1005g1,4912.0
2093,intel core i3 10100,8652.0
2094,intel core i3 10100e,8365.0
2095,intel core i3 10100f,8759.0
2096,intel core i3 10100t,7281.0
2097,intel core i3 10100te,6237.0
2098,intel core i3 10100y,2873.0
2099,intel core i3 10105,8576.0
2100,intel core i3 10105f,8995.0
2101,intel core i3 10105t,8007.0
2102,intel core i3 10110u,3895.0
2103,intel core i3 10110y,3297.0
2104,intel core i3 1025g1,6180.0
2105,intel core i3 10300,9308.0
2106,intel core i3 10300t,7975.0
2107,intel core i3 10305,9291.0
2108,intel core i3 10305t,8136.0
2109,intel core i3 10320,10011.0
2110,intel core i3 10325,10268.0
2111,intel core i3 11100b,11357.0
2112,intel core i3 11100he,11289.0
2113,intel core i3 1110g4,4236.0
2114,intel core i3 1115g4,6054.0
